content,date,isView,score,support,user,userlink
" 大闹天宫本身的2维人物造型影响了片子的3D效果，中国古早的神话动画片包括哪吒闹海在内都是传统脸谱化的表现艺术手法，用简单的线条勾勒无穷变幻的表情和神韵这正是老动画的精髓，所以3D化的意义是不大的。但不能说工作人员什么都没做，片尾做得美轮美奂，加上早期原画师的工作黑白照，令人景仰。
        ",2012-01-12 09:54:55,看过,力荐,0,露琪亚警部殿,https://www.douban.com/people/lassiedusky/
" 慢点走，灵魂都要跟不上了 。
        ",2012-01-18 12:10:27,想看,无评分,0,落落lovin,https://www.douban.com/people/luoluolovin/
" 中国最好看的动画片
        ",2012-01-04 10:51:52,想看,无评分,0,LHJ_17:15,https://www.douban.com/people/september1229/
" 看见尼玛3D就不想看了，敢不敢先把故事做好。
        ",2011-12-04 16:28:02,想看,无评分,0,亚里士多哲,https://www.douban.com/people/47521043/
" 孩儿们 操～练～起～来～！
        ",2012-01-20 18:30:20,想看,无评分,0,lalala,https://www.douban.com/people/hxy/
" 哦~谢特 看到配音名单就想挠墙~
        ",2011-12-06 17:02:39,想看,无评分,0,李范思措,https://www.douban.com/people/4037810/
" 虽然对中国动画不抱期望= =
        ",2012-01-05 14:51:23,想看,无评分,0,SunsetJesus,https://www.douban.com/people/sodvct/
" 和我妈去看～虽然更想看天书奇谈的3D版；诶呀我靠，细看配音觉得不太对劲啊。。。
        ",2012-01-12 00:45:52,想看,无评分,0,Shawn,https://www.douban.com/people/bunnydemon/
" 我想让我的英雄齐天大圣孙悟空一棒子夯死我！！！！！！！！！！！！！！
        ",2012-01-12 20:45:52,想看,无评分,0,左凯瑞,https://www.douban.com/people/zuokairui/
" 虽然这不是我的专属记忆，但过目难忘，值得回忆。找个半价、小孩少的日子去看看~
        ",2012-01-11 22:19:06,想看,无评分,0,赳赳,https://www.douban.com/people/50927690/
" 期待，童年的回忆呀。
        ",2011-12-09 01:50:37,想看,无评分,0,米老板孩,https://www.douban.com/people/wendy9244/
" 看预告片，猴子的颜色似乎不太对，是液晶屏的缘故吗？改天到电影院观摩。
        ",2012-01-13 20:52:00,想看,无评分,0,姜太公在此百无禁忌,https://www.douban.com/people/jiangtaigong/
" 这是被铁达尼3D给启发了吗？……另外赞一下惊世骇俗的配音阵容
        ",2011-12-15 20:08:57,想看,无评分,0,Francium,https://www.douban.com/people/franciumzone/
" 4D....
        ",2011-02-25 14:24:14,想看,无评分,0,虎皮猫大人,https://www.douban.com/people/30149996/
" 强大的配音阵容！
        ",2012-01-14 22:33:35,想看,无评分,0,米-Soulbror,https://www.douban.com/people/53599008/
" 和小时候看的一样吗？
        ",2017-10-13 22:59:13,想看,无评分,0,喜喜,https://www.douban.com/people/tosay/
" 想看啊！！尼玛伊春木有3D有木有！
        ",2012-01-15 10:53:35,想看,无评分,0,涟安,https://www.douban.com/people/51853859/
" 新片子没看，但突然想到很多人是不是搞错概念了？对3D技术不了解，但比如通常说的3D网游明显不等于阿凡达这样的电影镜头3D特效。同样，老版天宫是2维空间的表现形式，新版是不是只增加了在空间上的“三维”？原本并不是要通过3D眼镜给人眼造成3D的影像？YY完了，希望专业人士来解惑。
        ",2012-01-13 22:21:53,想看,无评分,0,乔巴,https://www.douban.com/people/31009163/
" 我能说看这个会不会瞎眼吗= =？何必重新弄什么3D版，把以前的重放一遍就很high了啊~= =
        ",2011-12-13 15:06:55,想看,无评分,0,落墨无忧,https://www.douban.com/people/56031786/
" 小时候的记忆
        ",2012-01-10 17:27:31,想看,无评分,0,夏梓妤summer,https://www.douban.com/people/xiaziyu/
" 对里面的配音演员更感兴趣。
        ",2017-10-12 12:15:52,想看,无评分,0,西郊民巷Kobe,https://www.douban.com/people/58138101/
" 只是回忆，与特效无关，与票房无关。与大家评论无关
        ",2012-02-23 21:04:47,看过,推荐,0,请叫我小至,https://www.douban.com/people/1904325/
" 68 没觉得有什么变化啊  除了配音
        ",2012-03-02 13:28:17,看过,还行,0,电漫,https://www.douban.com/people/dianman/
" 配音还挺好玩的。
        ",2012-02-26 15:48:51,看过,力荐,0,Oo龙芽oo,https://www.douban.com/people/longya/
" 经典
        ",2012-04-05 20:24:43,看过,还行,0,hardanimal,https://www.douban.com/people/1502480/
" 修复重生的经典之作…虽然我看的下载版= =不知道3D啥效果…玉帝和土地公公配音神贴切！好喜欢配乐！如果故事就停在这里多好，你永远是那个意气风发、自由自在的美猴王……
        ",2012-03-04 17:13:29,看过,力荐,0,浮游海月,https://www.douban.com/people/16460262/
" 张光宇先生指导的画面不错！
        ",2012-07-19 10:46:29,看过,力荐,0,大苹果,https://www.douban.com/people/2183313/
" 喜欢李扬老师的配音。
        ",2012-09-12 13:14:23,看过,推荐,0,小天猫,https://www.douban.com/people/49348752/
" 3D是什么效果我很好奇
        ",2012-03-10 20:19:19,看过,还行,0,等等,https://www.douban.com/people/yuetianxian/
" 3D版的16位色皮影戏....
        ",2012-01-11 17:14:33,看过,还行,0,大愚若智,https://www.douban.com/people/liuhui0803/
" 明星配音，有的是惊喜，有的是不适
        ",2012-01-13 23:17:11,看过,还行,0,zhang 2nd,https://www.douban.com/people/zhanger/
" 悟空大战二郎神真精彩！！！
        ",2012-02-24 00:02:40,看过,力荐,0,孙老四,https://www.douban.com/people/MadCN/
" 将经典动画重新修复搬上银幕本是令人振奋的明智之举，可为了吸引票房而邀来的大腕儿配音和新的配乐根本是侵犯经典的行为，遗憾
        ",2012-09-28 16:19:40,看过,还行,0,Nightwing,https://www.douban.com/people/donnil/
" 看到最后终于知道为啥叫3D了...不明白为什么要剪掉原版 片尾字幕还有Q版悟空w 李扬老师的大圣果然经典无法超越呢刘烨的托塔一出来就噗了 何老师的哪吒一亮相很有劲儿 被风火轮烧的时候是不是欠点儿？佩斯老师的土地公太棒了超合适！冯导的“还舒服吗？啊哈哈哈”太逗了砸地
        ",2012-01-27 11:25:25,看过,无评分,0,重芝士粗,https://www.douban.com/people/cucuzi/
" 也就是还行了……炒冷饭这东西，没出彩的地方就是失败啊~最后盯了半天也没看到配音演员对应表。电脑上看没觉得有任何3D的意义~
        ",2012-08-12 06:46:27,看过,还行,0,哇二哈,https://www.douban.com/people/hgn2007/
" 儿时记忆啊
        ",2012-04-09 23:30:29,看过,推荐,0,coco果果,https://www.douban.com/people/46511600/
" 2012.01.15 天朝也只剩下这些“经典”能撑场子了，真心希望我国动画事业能够强大起来，回到80年代的那个鼎盛时期。
        ",2012-01-15 22:17:32,看过,推荐,0,百斩少女刘兔兔,https://www.douban.com/people/llilith/
" 没有小时候的感觉唉~
        ",2012-08-25 20:20:19,看过,很差,0,shalimar520,https://www.douban.com/people/41084789/
" 这五分全是给当年的。老艺术家的，现在看着还是觉得那么有意思~
        ",2012-03-22 17:16:50,看过,力荐,0,树上的猴,https://www.douban.com/people/31466605/
" 支持一下国产动画，带着小时候的味道。
        ",2014-02-17 21:38:22,看过,推荐,0,卡塞尔少年,https://www.douban.com/people/kasaier/
" 差在配音了。“神马弼马温”都配出来了，真是与时俱进呀～
        ",2012-01-22 23:01:15,看过,还行,0,我佛山人,https://www.douban.com/people/idida/
" 谁喜欢，一起去。
        ",2012-01-11 16:03:49,想看,无评分,0,HELLOZAZA,https://www.douban.com/people/bamboo_jun/
" 孙悟空啦！
        ",2012-01-11 12:59:18,想看,无评分,0,三月空想家,https://www.douban.com/people/hongdenlong/
" 童年经典啊 
        ",2011-12-22 15:21:31,想看,无评分,0,(๑>؂<๑）,https://www.douban.com/people/2075014/
" 长这么大没在大银幕前看过这部⋯⋯不过转比例是个问题，据说是直接切脑袋（要不要这么没技术含量）看了预告⋯⋯京剧配乐哪儿去了？！超担心
        ",2012-01-14 23:55:04,想看,无评分,0,兔琉,https://www.douban.com/people/kichan5720/
" 配音阵容很强大。
        ",2012-01-03 09:48:31,想看,无评分,0,开心(*^__^*),https://www.douban.com/people/48937793/
" 啊啊啊啊
        ",2012-02-04 17:17:14,想看,无评分,0,祝老师,https://www.douban.com/people/53561048/
" 瓦擦勒！！
                
                ",2012-01-07 17:59:58,想看,无评分,0,机智好运木兆君,https://www.douban.com/people/toxicann/
" mark

        ",2017-09-20 14:53:22,想看,无评分,0,︶︿︶,https://www.douban.com/people/80035671/
" 和文艺无关的儿时旧梦。。。
        ",2012-01-14 17:26:40,想看,无评分,0,烟雨还魂,https://www.douban.com/people/littleAser/
" 这剧照看起来不怎么3D啊，不过这已经宣传好久了，还是很期待
        ",2011-12-27 04:33:25,想看,无评分,0,小燕童鞋~,https://www.douban.com/people/snowyan/
" 开始吃老本儿了所
        ",2012-01-14 18:11:36,想看,无评分,0,Ewan,https://www.douban.com/people/2841407/
" 预告片看起来完全木有立体感，不知道为神马要拍3D。
        ",2011-12-18 15:25:52,想看,无评分,0,McMorning,https://www.douban.com/people/mcmorning/
" 竟然没看成哎。。。
        ",2012-03-06 22:52:16,想看,无评分,0,犬者口手立木登,https://www.douban.com/people/4461465/
" 小时候的回忆 期待3D再现
        ",2012-01-23 22:11:52,想看,无评分,0,almost,https://www.douban.com/people/16303497/
" 我没看过原版=皿=！！！
        ",2012-01-31 23:26:11,想看,无评分,0,-Mint-,https://www.douban.com/people/iamjizuo/
" 看了配音阵容 让我想起当年宝莲灯的强大阵容，国产经典，必须支持一下
        ",2017-10-10 12:19:22,想看,无评分,0,菓子大人,https://www.douban.com/people/zhouchao880908/
" 哎呦，金猴造反
        ",2012-01-12 11:38:22,想看,无评分,0,hophy,https://www.douban.com/people/57356253/
" 儿时妈妈给买的连环画，现在余忆犹存，这个3D版的动画片或许放在这个时代已经不能够激起强烈的文化或创作思考，但是情怀依然坚挺，新的时代也需要老的精神。
        ",2017-09-23 22:35:32,想看,无评分,0,陽飏,https://www.douban.com/people/78633581/
" 我就冲着明叔....
        ",2012-02-06 23:18:50,想看,无评分,0,serenade,https://www.douban.com/people/finaltree/
" 儿时的回忆 挺想要看的
        ",2012-01-11 13:43:06,想看,无评分,0,毁,https://www.douban.com/people/40573688/
" 国产动画不能这么糟蹋~中国观众不能这么愚弄~~
        ",2012-01-11 13:49:24,看过,很差,3,海绵宝宝,https://www.douban.com/people/34250814/
" 华丽的配音阵容，听不出来谁是谁。
        ",2012-01-19 20:27:39,看过,还行,0,嘉儿࿐小萌喵♥︎,https://www.douban.com/people/l.m.out.m/
" 国产动画的根
        ",2012-03-19 11:11:05,看过,推荐,0,口腔溃疡,https://www.douban.com/people/1061597/
" 何炅的哪吒像妖孽
        ",2012-01-14 11:10:03,看过,还行,0,抢跑鱼眉龟,https://www.douban.com/people/signorschizo/
" 1964版；戏曲频道；对于这个猴头的印象之前还停留在牦牛骨髓壮骨粉里。。。
        ",2012-08-19 21:13:21,看过,力荐,0,学校霸王左手儿,https://www.douban.com/people/z516158634/
" 只能叫还行，换着外壳的东西不一定总是经典。
        ",2012-03-10 15:45:31,看过,还行,0,北野海德,https://www.douban.com/people/jingfei/
" 亚洲+无码+制服+ 豹纹+3d+短裙＋红丝袜＋长筒黑靴＋神钢管+鬼畜+拘束+后宫 
        ",2012-01-12 15:39:51,看过,还行,1,moseking,https://www.douban.com/people/39856395/
" 現在看這部電影，我感觸很多，這裡面可值得細細玩味的細節太多太多了。小時候老師會教，現在才真正明瞭啊。
        ",2012-03-26 08:09:48,看过,推荐,0,鉛筆04,https://www.douban.com/people/qianbi04/
" 冯小刚的声音太猥琐了。
        ",2012-02-20 13:06:31,看过,推荐,0,冬sir™,https://www.douban.com/people/dongdongstar/
" 吃老本啊吃老本，干嘛拿3D做噱头，晕了一个多小时~
        ",2012-01-18 20:34:58,看过,较差,0,感恩节的小火鸡,https://www.douban.com/people/shouting/
" 糟蹋
        ",2012-01-19 22:54:29,看过,很差,0,SSEN,https://www.douban.com/people/2004744/
" 很二很丢脸
        ",2012-09-04 21:05:11,看过,较差,0,神秘金针菇,https://www.douban.com/people/secretjinzhengu/
" 哮天犬都比杨戬帅，肿么搞的！
        ",2012-01-17 16:06:47,看过,推荐,0,Yu-chia,https://www.douban.com/people/1609951/
" 这是3D的？
        ",2012-07-22 21:51:49,看过,较差,0,无痕~似水,https://www.douban.com/people/peterkid/
" 小孩觉得和以前一样，我觉得挺好，画面鲜亮许多。
        ",2012-01-21 17:22:47,看过,还行,0,seszhu,https://www.douban.com/people/47007772/
" 神配乐，3D效果小失望，不过跟那些看着喜羊羊之类长大的电影院里的孩子们相比，我们的童年太幸福了
        ",2012-02-12 19:52:22,看过,力荐,0,松仁糖,https://www.douban.com/people/candyzhaocn/
" 3D只是一个幌子！除了片名是立体的外，没发现全片哪还有3D这回事，此片只是把老经典重新挖出来，换了个配音阵容再播放而已！没什么值得看的！因为该片在电视里都不知道被放过多少次了！坑钱坑到这份上，中国电影！我真服你了！
        ",2012-01-16 00:00:13,看过,还行,0,麦当狗蜀黍,https://www.douban.com/people/2896376/
" 找配音是个快乐的事情
        ",2012-01-22 20:18:58,看过,还行,0,谁,https://www.douban.com/people/yiyino/
" 我已经忘记原版什么样了  这次看，算是怀旧  感觉还行啊  没感觉配音如何差了  这画面能如何3d?   估计去影院的人肠子都悔青了  我在家看高清倒是没这问题，画质算是修复的不错了  ps: 发现这片子的人物造型和动作乃至配音都跟京剧有莫大的关系，现在的人恐怕难以接受，只能推荐给人怀旧
        ",2012-03-17 23:09:52,看过,推荐,0,猫,https://www.douban.com/people/26487427/
" 推荐是因为配音之喜爱。即使是想唤回我们的童年记忆，也可以让画面、魔幻、衔接的更好一点。
        ",2012-03-05 01:17:51,看过,推荐,0,金属,https://www.douban.com/people/1493686/
" 深圳哪里有上吗?
        ",2012-02-03 15:43:53,想看,无评分,0,奔波老肥丸,https://www.douban.com/people/meatballball/
" - - 记忆把
        ",2012-01-13 08:51:45,想看,无评分,0,天译 、,https://www.douban.com/people/zhangtianyi1216/
" 炒冷饭 我也想看～
        ",2012-01-13 07:08:22,想看,无评分,0,小丸雞 !,https://www.douban.com/people/jean907/
" MS那时候中国的动画很强的
        ",2012-01-15 22:08:15,想看,无评分,0,小心眼儿,https://www.douban.com/people/youngvivian/
" 哈哈 有人强烈要求去看这个
        ",2012-01-11 15:30:08,想看,无评分,0,嘿嘿嘿,https://www.douban.com/people/57678157/
" 我想团了票跟我爸妈一起看的好么 这评分瞎了
        ",2012-01-16 20:30:21,想看,无评分,0,半塘少盐_,https://www.douban.com/people/17822246/
" 年度最想看动画
        ",2012-01-15 14:29:57,想看,无评分,0,沫沫李春暖花开,https://www.douban.com/people/veronica-lee/
" 带弟弟去看~
        ",2012-01-13 00:58:09,想看,无评分,0,冬天の白白白,https://www.douban.com/people/48560424/
" 找到一个接下来可以看的电影了诺。。。@RyanSYJ 。。。啊哈哈哈哈~
        ",2012-01-09 18:13:48,想看,无评分,0,花子,https://www.douban.com/people/1095171/
" 国产动画的顶峰之作~~
        ",2012-01-11 17:26:40,想看,无评分,0,Pic_a_nic,https://www.douban.com/people/57185679/
" 裘曼曼裘曼曼！！
        ",2012-01-19 00:23:51,想看,无评分,0,各取所需,https://www.douban.com/people/ninqiu/
"  我勒个去啊！！！现在神马都三滴版的了！！！？？？
        ",2011-12-28 00:20:07,想看,无评分,0,青春寂寞胡撸娃,https://www.douban.com/people/loneyteaboy/
" 我和小马仔的最爱——孙悟空！！！
                
                ",2012-01-04 16:58:23,想看,无评分,0,小石头,https://www.douban.com/people/2296713/
" 明天就去看，重温儿时经典回忆!!!
        ",2012-01-13 16:34:47,想看,无评分,0,Jasonking,https://www.douban.com/people/15496804/
" 哈哈 因为配音阵容很强大
        ",2012-01-13 21:42:11,想看,无评分,0,格格巫,https://www.douban.com/people/babyangela/
" 人家有超级漫画英雄，有柯南，有海贼王。可怜的我们只有大闹天宫，看着打闹天宫长大的孩子连龙宫也没去过，更别说天宫
        ",2012-01-11 16:20:59,想看,无评分,0,鱼丸,https://www.douban.com/people/54602199/
" 想看想看想看……
        ",2012-01-02 18:20:49,想看,无评分,0,路人甲,https://www.douban.com/people/sereneair/
" 儿时的回忆，还是蛮想看的。另外，对于那些说这是炒冷饭、认为这是新拍的孩纸们只能无奈了╮(╯▽╰)╭，这真的是很老很老的片子了，不过可能不是很符合现在孩纸们所谓的审美吧……
        ",2012-01-18 19:50:57,想看,无评分,0,双木成林,https://www.douban.com/people/47288385/
" wellwellwell又开始拿大闹天宫做文章了
        ",2012-01-21 22:55:32,想看,无评分,0,[已注销],https://www.douban.com/people/Muchroom/
" 小时候的记忆~
                
                ",2012-02-01 12:51:48,想看,无评分,0,水深鱼渊,https://www.douban.com/people/1646932/
" 喜欢原版的人，绝对一定要“错过”这部烂作
        ",2012-02-02 20:30:20,看过,很差,0,★☆☆☆☆,https://www.douban.com/people/CammyWhite/
" 最爱的中国动画，没有之一
        ",2012-01-14 03:50:23,看过,力荐,0,魚生,https://www.douban.com/people/CatPrince/
" 土地的配音真像李任然啊；我一直在找周立波啊，他是给谁陪的音啊？应该是哮天犬吧。
        ",2012-01-15 16:51:43,看过,较差,0,[鈞]临天下,https://www.douban.com/people/jun.woo/
" 浙江美术馆。修复后配音是上去了，但是画面变得糟糕了。但是无论如何还是值4星。
        ",2014-04-19 22:19:29,看过,推荐,0,Z,https://www.douban.com/people/Anguszyz/
" 不3D也是经典！永远的万氏兄弟！永恒的上美！
                
                ",2012-01-12 16:52:41,看过,力荐,0,戒男,https://www.douban.com/people/ntz521/
" 童年记忆··· 
        ",2012-10-24 10:22:46,看过,还行,0,方枪枪,https://www.douban.com/people/yalindongdong/
" 闹天宫的猴子和闹东海的哪吒 是我童年全部的美好
        ",2012-02-02 21:08:16,看过,推荐,0,nostalgie,https://www.douban.com/people/kevinellen/
" 对不起，我看哭了。。。分明是一群纸片人在纸片状的前中远景里穿梭跳跃。。。3D毛线啊！请不要再糟蹋民族瑰宝了好么！请做点新鲜的玩意出来好么！炒冷饭炒成这样。。。怎么好意思拿出来公映啊！摔！你当观众都是傻逼么！再摔！给两星完全是因为万籁鸣好么！继续摔！
        ",2012-01-19 10:14:50,看过,较差,0,我坏故我在,https://www.douban.com/people/wolfling_ss/
" 和之前的版本没什么区别，3D效果做得也不是很好……不过李杨的声音一出来就各种满足……猴哥⊙ω⊙！
        ",2012-01-19 23:14:19,看过,还行,0,小碎花大少爷,https://www.douban.com/people/Gitty-Chen/
" 总算看完了新版的，小刚同志的声音听着就想笑，佩斯的很出彩。
        ",2012-08-29 16:58:01,看过,推荐,0,[已注销],https://www.douban.com/people/52947730/
" 名导名演员配音还是很有看点的
        ",2012-03-01 19:38:41,看过,还行,0,慧声慧色,https://www.douban.com/people/53779371/
" 其实连喜洋洋都不如
        ",2012-07-10 17:21:23,看过,较差,0,踩碎的记忆,https://www.douban.com/people/62117962/
" 3D效果最好的的确是结尾字幕部分，正片没有3D也罢。老一辈动画人的想象力拿到现在仍然是叹为观止，到现在也仍然没有一部国产动画可以超越《大闹天宫》，一部《喜羊羊》又说明的了什么呢？
        ",2012-01-14 06:51:55,看过,推荐,0,满江红,https://www.douban.com/people/1340414/
" 童年回忆
        ",2012-02-06 12:54:50,看过,还行,0,亭吏韩二,https://www.douban.com/people/YiYi13/
" 童年回忆啊，也记不起什么了，哈哈
        ",2012-07-27 21:29:49,看过,还行,0,Katherine,https://www.douban.com/people/4839057/
" 3D效果没有豆瓣上说的那么差，比较像小时候玩的16位机，背景和人物通过分层体现立体。何炅给哪吒配的音太粗狂了。
《大闹天宫》的剧情没有《哪吒闹海》好看。
        ",2012-01-22 17:20:53,看过,推荐,0,羅夏不響,https://www.douban.com/people/cskywalker/
" 刘烨脸憋通红，陈佩斯嘴漏风
        ",2012-02-25 03:35:04,看过,还行,0,眉间尺,https://www.douban.com/people/2119783/
" 剧情太烂
        ",2012-05-09 10:44:32,看过,还行,0,秦繼,https://www.douban.com/people/T0T0/
" 真是炒冷饭啊 有意思么 唯一特殊的就是片尾5分钟了把
        ",2012-01-13 23:23:57,看过,还行,0,兔子乖乖,https://www.douban.com/people/tuziguaiguai118/
" 原来完全是炒冷饭啊。。。话说现在看来从结局来看不就是教小孩子怎么任性怎么来么。。。
        ",2012-04-07 23:11:58,看过,还行,0,xiphosura,https://www.douban.com/people/xiphosura/
" 就是灰常想看~~~
        ",2011-11-14 21:28:46,想看,无评分,0,嘿喵警长嘎,https://www.douban.com/people/erguotou369/
" 或许是想回味童年，可又怕经典被3D高科技糟蹋，因为那种朴素浓厚的墨，可能是从儿时就对国产动画产生的映像。记得小时候的美术作业有画过悟空斗哪吒的一个场景，画的应该还不错吧。
        ",2012-01-13 15:52:45,想看,无评分,0,sherry,https://www.douban.com/people/badseed1987/
" 为了配音也要看一看，
        ",2018-03-01 18:39:23,想看,无评分,0,闫广鑫fly ,https://www.douban.com/people/158061091/
" 记忆中的经典
        ",2012-01-11 21:55:03,想看,无评分,0,郑牙牙,https://www.douban.com/people/zhengyaya/
" 我喜欢猴哥好久了
        ",2012-02-20 16:47:17,想看,无评分,0,牡蛎女鬼,https://www.douban.com/people/yakult1015/
" 中国动画！
        ",2017-09-29 20:40:25,想看,无评分,0,此方森林,https://www.douban.com/people/151931860/
" 灰常想看!
        ",2012-01-11 20:11:15,想看,无评分,0,alin,https://www.douban.com/people/alinsun/
" 当年的2D版经典居然没有看过，这次必须以实际行动支持国产动画！
        ",2012-01-13 23:05:46,想看,无评分,0,annie,https://www.douban.com/people/28533169/
" 非常期待！
        ",2011-12-19 20:10:12,想看,无评分,0,三相,https://www.douban.com/people/25696975/
" 到底什么时候出啊
        ",2010-02-14 11:11:25,想看,无评分,0,Wxxxxxxxx无邪,https://www.douban.com/people/30120056/
" 支持国产，支持中国元素
        ",2017-10-03 10:26:17,想看,无评分,0,追逐光的脚步,https://www.douban.com/people/159985004/
" 在电影院开场广告看到预告片，感觉这个做成3d视觉效果很棒唉～
        ",2011-12-18 18:54:32,想看,无评分,0,sTill-Life,https://www.douban.com/people/yystilllife/
" 喜欢孙悟空！
        ",2017-09-24 19:48:24,想看,无评分,0,蘇小少,https://www.douban.com/people/164566341/
" 这个要重上映？支持必须的
        ",2017-09-25 09:54:12,想看,无评分,0,78619436093,https://www.douban.com/people/163938254/
" 小时候看过水墨动画片的版本，在我心中至今依旧无法超越
        ",2017-10-04 22:43:18,想看,无评分,0,没心没肺没人样,https://www.douban.com/people/159606976/
" 批评的声音小点儿 不管翻拍多少次  初衷是记得名著 不要在年轻一代人的身上忘却了。
        ",2011-12-22 02:29:26,想看,无评分,0,暧昧如糖,https://www.douban.com/people/57201346/
" 好评
        ",2017-01-17 21:17:28,想看,无评分,0,MayLau,https://www.douban.com/people/156547679/
" 好
        ",2017-01-18 21:41:14,想看,无评分,0,好运来,https://www.douban.com/people/156572431/
" 鄙视某些不愿看经典的人
        ",2012-01-06 18:08:01,想看,无评分,0,天下小仝,https://www.douban.com/people/50036106/
" 惊叹号！配音阵容惊为天人~~
        ",2011-12-15 20:33:06,想看,无评分,0,七月飞扬,https://www.douban.com/people/45141966/
" 喜欢胡歌的孩子加QQ群174446913！加新浪微群1429277！谢谢侬！
        ",2012-06-03 10:33:31,想看,无评分,0,zcoli,https://www.douban.com/people/60579559/
" 科技感的原汁原味？
                
                ",2012-01-17 13:19:10,想看,无评分,0,宇宙青年乐高,https://www.douban.com/people/35692308/
"  不知道苏州有哪家实惠的电影院   求苏州的友邻推荐
        ",2012-01-11 23:42:10,想看,无评分,0,[已注销],https://www.douban.com/people/4018398/
" 泰坦尼克可以3D，那么大闹天空同样也可以，而且更经典。虽人在国外，未能及时观看。但数月之后必将补上
        ",2012-01-12 06:39:11,想看,无评分,0,Madday,https://www.douban.com/people/49924564/
" 就是这样了
        ",2012-01-12 18:14:52,想看,无评分,0,所以说,https://www.douban.com/people/57723377/
" 啊
        ",2014-01-04 17:23:57,想看,无评分,0,高高的,https://www.douban.com/people/81924576/
" 路
        ",2015-09-16 21:02:27,想看,无评分,0,邓路坤,https://www.douban.com/people/134638253/
" 想看，就是想看
        ",2017-10-01 13:29:20,想看,无评分,0,黄一心,https://www.douban.com/people/122880741/
" 这几年关于青春，孙悟空等题材犹如雨后春笋，可以做到众多中独树一帜，挺难…据说这部是小时候看过的动画片，怀旧加童趣，去电影院应该会有不同的感觉。
        ",2017-10-04 18:42:12,想看,无评分,0,woo,https://www.douban.com/people/167636437/
" 儿时的记忆，整整一代人的回忆。
        ",2017-10-07 14:21:33,想看,无评分,0,丨美少女壮士丨,https://www.douban.com/people/97330547/
" 童年回忆，蛮有中国风的味道，
想看(￣∀￣)。
        ",2017-10-12 23:35:35,想看,无评分,0,久酒,https://www.douban.com/people/160461581/
" 想看带梅山六怪的法国版本，找不到
                
                ",2017-11-03 22:15:14,想看,无评分,0,恋文,https://www.douban.com/people/78761663/
" 回味
        ",2012-01-11 17:02:02,想看,无评分,0,alvenyou,https://www.douban.com/people/53387862/
" 印象中的大脑天空还在童年的记忆当中，支持国产吧http://www.726dyy.com
        ",2012-01-16 01:43:11,想看,无评分,0,下角狼,https://www.douban.com/people/57815533/
" 长大了 ，不爱国产的动画片了，毕竟国产的动漫片基本跟我们这个年龄段的人没有关系了，大闹天宫还是想看一下。。。希望不只是给儿童看的。
        ",2012-01-16 19:06:24,想看,无评分,0,亢龙有悔,https://www.douban.com/people/57831302/
" 等好久了，必须看
        ",力荐,想看,无评分,0,苏摩尔,https://www.douban.com/people/1374693/
" 想回味一下童年.
        ",2012-01-14 03:53:58,想看,无评分,0,清陌i,https://www.douban.com/people/3279342/
" 小时候，开始看西游，羡慕美猴王，随着年龄越来越大，又看了好多关于西游的解读，慢慢开始同情孙悟空，我们曾经的英雄美猴王，不管怎样，它，永恒的经典！
        ",2017-10-10 16:11:54,想看,无评分,0,小马,https://www.douban.com/people/157546711/
" 怎么感觉是来圈钱的？是我想太多了吗😅😅😅😅
        ",2017-10-12 20:15:30,想看,无评分,0,不期而遇,https://www.douban.com/people/145405018/
" 期待
        ",2012-01-11 18:44:08,想看,无评分,0,南南而歌,https://www.douban.com/people/2859711/
" 水墨画的3D效果、配音、故事节奏，有太多蹩脚的地方，但看了幽大的这篇影评http://movie.douban.com/review/5265068/，从传承的角度，我不得不给四星。
        ",2014-05-14 09:45:20,看过,推荐,0,空思,https://www.douban.com/people/szeze/
" 还是太经典了
        ",2012-04-05 15:04:01,看过,力荐,0,自由苍穹,https://www.douban.com/people/freeilove/
" 幸好还挺喜欢那老几位，当闹剧看吧。
        ",2012-02-25 11:27:37,看过,无评分,0,流。,https://www.douban.com/people/sanzo/
" 唯一的看点是新配音阵容...
                
                ",2013-01-30 15:20:44,看过,还行,0,Vesper LEP,https://www.douban.com/people/4325552/
" 配音比原版的差遠了，完全遜掉。
        ",2012-04-08 10:27:39,看过,还行,0,牡蠣殼,https://www.douban.com/people/luvniq/
" 跟印象中的原版一模一样？所以只是为了保护版权？电脑上也看不出3D效果会是怎样。让小朋友看这个总比看什么傻羊羊戆太狼好多了。
        ",2012-03-16 02:52:21,看过,推荐,1,c,https://www.douban.com/people/ccforever/
" 基于大闹天宫的基础 还是给了5星 只是这种做法实在令人不齿了吧 就当温故知新了 
        ",2012-01-15 18:56:27,看过,力荐,0,了了,https://www.douban.com/people/blackcat_315/
" 五星给老片，一星给“3D”修复版，平均一下：★★★。
        ",2012-08-09 16:24:23,看过,还行,0,杨二六,https://www.douban.com/people/yang26/
" 我很想说的是：有做成3D的必要吗？除了找这个借口以此圈钱以外。其实就以前的版本也可以了。
        ",2012-01-14 22:25:55,看过,还行,0,justina,https://www.douban.com/people/1315896/
" 友情分
        ",2012-02-29 23:55:51,看过,还行,0,JJ,https://www.douban.com/people/1101526/
" 还是童年的味道~
        ",2012-01-20 17:03:59,看过,推荐,0,张頔霏,https://www.douban.com/people/harrykan/
" 三陈和张国立的配音都很好。
        ",2012-01-11 22:54:15,看过,推荐,0,dalan,https://www.douban.com/people/dalan1986/
