content,date,isView,score,support,user,userlink
" 梁朝伟+刘青云。。
        ",2012-01-27 21:53:05,想看,无评分,0,Q小懒,https://www.douban.com/people/MayGloria/
" 张海帆的青盲和大魔术师非常适合拍成好看的商业电影。青盲排成了电视剧。大魔术师给了尔东升，希望拍的好看。
        ",2011-04-24 00:27:01,想看,无评分,0,不太小的小明,https://www.douban.com/people/wofowang/
" 媲美子弹飞？
        ",2012-01-12 13:39:38,想看,无评分,0,嗯,https://www.douban.com/people/yxsb/
" 好友推荐
        ",2012-03-11 13:40:41,想看,无评分,0,童话顺,https://www.douban.com/people/2758842/
" 有这俩 能不看吗
        ",还行,想看,无评分,0,Realmars,https://www.douban.com/people/50982254/
" 据lulu说好看～
        ",2012-02-01 23:34:28,想看,无评分,0,Snow Krebs,https://www.douban.com/people/snowkrebs/
" 要看！
        ",2011-05-19 12:21:16,想看,无评分,0,Miss.沙拉,https://www.douban.com/people/GrEy4ai/
" 这海报让我感觉是吴宇森的片子呵呵
        ",2012-01-11 22:55:18,想看,无评分,0,Wensi,https://www.douban.com/people/ZHOUWENSI/
" 各种想看啊，求陪同
        ",2012-01-12 16:54:41,想看,无评分,0,韩操操,https://www.douban.com/people/xxoo250/
" 在电影院看到了预告，12号的话应该已经回家了，回家看吧。
        ",2011-12-19 15:20:51,想看,无评分,0,喜喜,https://www.douban.com/people/48593728/
" 死不正经却异常拉风的港产贺岁
        ",2012-01-20 22:40:45,想看,无评分,0,吖泪,https://www.douban.com/people/dearbao/
" 几个魔术是亮点；剧情还算可以，不过波澜不大。但无奈剧本的在段落间的承接很诡异，人物的性格更是败笔，白白浪费2个影帝和几个老戏骨。前面的爱情线也铺陈的可以的，偏偏最后还是要故意留尾巴，其实大牛对小荫的爱是真的，张大师明显无爱，所以其实根本没有“选择”的需要。
        ",2012-05-23 18:03:33,看过,还行,0,童非童,https://www.douban.com/people/Torence/
" 一如既往的喜欢刘青云，还有，梁朝伟老了。无比怀念小学看梁演的《侠客行》与《绝代双骄》。
        ",2012-05-24 10:49:52,看过,还行,0,月亮了,https://www.douban.com/people/4031381/
" 一场闹剧
        ",2012-05-23 17:41:29,看过,较差,1,Ru,https://www.douban.com/people/zhengyaru/
" 2012年第一个看完给2星的电影……无力吐槽。很夹生带搞笑的贺岁片。
        ",2012-01-13 23:08:33,看过,较差,8,灰灰,https://www.douban.com/people/shouhuxiaoxiao/
" 我喜欢刘青云
        ",2012-09-04 19:28:53,看过,还行,0,shadow,https://www.douban.com/people/hanbingxue/
" 比较失望
        ",2012-09-05 00:23:51,看过,还行,0,emilyzhen,https://www.douban.com/people/49854024/
" 刘青云不错 很欢乐
        ",2012-09-04 22:23:04,看过,还行,0,李咚呛,https://www.douban.com/people/63976087/
" 真心不知所云
        ",2012-09-04 14:00:08,看过,还行,0,乖乖滴ELEVEN,https://www.douban.com/people/2090574/
" 商业电影。前后不接。
        ",2012-09-04 07:21:28,看过,较差,0,小敏仔,https://www.douban.com/people/sanslachance/
" 夫人，哈哈
        ",2012-09-04 13:16:38,看过,无评分,0,法秀成一,https://www.douban.com/people/4599911/
" 周迅花瓶了，刘青云卖萌了，梁朝伟脸上的褶子都能夹死人了，四星全是给闫妮的。
        ",2012-01-13 09:12:40,看过,推荐,5,胖跳跳,https://www.douban.com/people/tiaoyuedepangzi/
" 烂到底的剧情+低劣的笑点，再加上在豆瓣发的一个帖子，得到的各个脑残的回复，让我无法不改成1分。。。

        ",2012-01-14 00:05:58,看过,很差,16,清风,https://www.douban.com/people/uisgewang/
" 看了好几个晚上，断断续续终于看完了。话说，难得看到这么有意思的国产电影的呢
        ",2012-06-18 12:33:02,看过,推荐,0,瞳,https://www.douban.com/people/xuanzaibobo/
" 无聊
        ",2012-01-13 11:13:48,看过,较差,8,小青,https://www.douban.com/people/Reginawxq/
" 不好玩，没劲。以后绝对不能下班点看电影，国贸的观众素质太差，极差，非常差。
        ",2012-01-13 00:11:58,看过,较差,13,[已注销],https://www.douban.com/people/yuwai/
" 插科打诨2012第一波 灵女帅叔相继走下神坛
        ",2012-01-13 22:48:31,看过,较差,9,亡招菌,https://www.douban.com/people/wangzhaojun/
" 看了半个钟，说实话，一个可以让我发笑的笑点都没有。
        ",2012-01-14 00:14:14,看过,很差,15,陈冠浓,https://www.douban.com/people/48495016/
" 豆瓣水太深，诸位大湿的好评热评真是笑死我了！
        ",2012-01-13 01:57:51,看过,较差,33,Candy_貞貞,https://www.douban.com/people/45550245/
" 好像经历了一个世纪才从梁朝伟身上再次看到东成西就里面的脸啊！港佬们无比可爱的无耻嘴脸又回来了一些，但扯的还是的确太没水准了。。。
        ",2012-01-12 23:03:39,看过,较差,5,原来是西门大嫂,https://www.douban.com/people/ivy87815/
" 哎，现在的电影怎么拍成了这样
        ",2012-06-18 15:14:24,看过,较差,0,魔鬼中的天使,https://www.douban.com/people/wanyuanyuan/
" 我相信这片儿肯定有票房，可为什么总有一丝悲凉在里面。新星演员都不培养了还是咋的，哪些演员没出来都 可以猜到会有谁....
        ",2012-02-12 16:04:30,想看,无评分,0,辰小尤,https://www.douban.com/people/momoh/
" 演员阵容很对我胃口
                
                ",2012-01-16 22:32:59,想看,无评分,0,嘿嘿嘿呦嘿嘿,https://www.douban.com/people/49059525/
" 腾讯
        ",2017-06-06 00:12:22,想看,无评分,0,有趣的小曲奇,https://www.douban.com/people/148770883/
" 想看梁朝伟.
        ",2012-01-13 10:30:27,想看,无评分,0,黑,https://www.douban.com/people/heichiyan/
" 12号上映当天考完试正好去看~然后17号到家正好可以看停了一个月的gossip girl第11集更新~我年前就这俩盼头了~我是个多么容易满足的人呐哦也~
        ",2011-12-06 16:19:23,想看,无评分,0,喵破浪,https://www.douban.com/people/redbunny/
" 口碑不错，要看，我是犹豫俺是去影院看呢还是等下呢？？
        ",2012-01-13 18:58:58,想看,无评分,0,简俗俗,https://www.douban.com/people/outafei/
" 抽空把他看掉。。。只为伟仔深邃的眼眸。。。。
        ",2012-01-26 22:07:38,想看,无评分,0,肉包子有馅,https://www.douban.com/people/lxp1234/
" 中国首部魔术题材的古装电影，很期待哦！
        ",2011-12-24 00:20:21,想看,无评分,0,海盗饭团,https://www.douban.com/people/1459704/
" 这真不是诺顿的魔术师么这真的不是么真的不是么？加个大字就偷梁换柱了？？？
        ",2011-12-27 09:23:17,想看,无评分,0,Rita,https://www.douban.com/people/rita.lee/
" 原来有吴彦祖！！
        ",2012-01-22 15:51:19,想看,无评分,0,林檎様。,https://www.douban.com/people/apple_pie/
" 据说闫妮在里面是亮点
        ",2012-03-27 00:31:08,想看,无评分,0,aner,https://www.douban.com/people/anera/
" 好久没看梁朝伟了
        ",2012-01-09 12:05:46,想看,无评分,0,Shane,https://www.douban.com/people/turnhs/
" 以前晚上睡不着听的收音机故事居然拍成电影了，可周迅是女主啊。。。严重打击我的期待。
        ",2011-05-10 11:14:45,想看,无评分,0,sky快跑,https://www.douban.com/people/Jacc/
" 喜欢看魔术题材的
        ",2011-12-26 12:58:10,想看,无评分,0,april,https://www.douban.com/people/50368934/
" 其实只看名字就知道应该有些借鉴《致命魔术》，明天去看看，验证下推测是否正确。
        ",2012-01-27 20:25:47,想看,无评分,0,Cloud,https://www.douban.com/people/roroya/
" 总觉得可能是烂片
        ",2011-12-22 16:01:09,想看,无评分,0,[已注销],https://www.douban.com/people/JinParadise/
" 实在抽不出时间去看........
        ",2012-01-17 10:31:40,想看,无评分,0,冬瓜糖,https://www.douban.com/people/lixiaobei/
" 听说原著的电影版权很多人抢。
                
                ",2012-01-14 13:25:30,想看,无评分,0,斥鴳,https://www.douban.com/people/BreatheL/
" 据说是喜剧片，感觉不是很喜欢这类电脑。
有时候感觉剧情不紧凑，有时候就是觉得无聊nc
        ",还行,想看,无评分,0,路克船长,https://www.douban.com/people/luke1993/
" 明天去看~
        ",2012-01-18 21:27:30,想看,无评分,0,昵称,https://www.douban.com/people/13185098/
" 尔冬升你是肿么了肿么了肿么了？？？
        ",2012-01-12 14:11:21,看过,较差,22,老电影沙龙,https://www.douban.com/people/Classic_Movies/
" 笑点在哪里？？？
        ",2012-01-14 00:56:53,看过,较差,5,纸扇子,https://www.douban.com/people/2127814/
" 头一次在豆瓣留言，冲着本片强大的演员阵容而去，没想到却是从三枪以来看到的最烂的电影没有之一，前面给三颗以上星的都是五毛枪手！电影思路紊乱，主题不明，人物面容模糊不清(只有闫妮的角色还行)……看到一半就想睡觉，结尾字幕一跳出来就忍不住要离席……太失望了
        ",2012-01-13 23:20:17,看过,很差,18,geminishaka,https://www.douban.com/people/51890576/
" 不该搞笑的地方都在搞笑，大明星是有啦！大魔术那没瞧见。剧情也很无聊，一堆人为了不怎么样的理由做了一堆不怎么样的事儿。
        ",2012-05-22 20:30:08,看过,很差,0,彼岸花,https://www.douban.com/people/61595250/
" 挺搞笑的
        ",2012-05-23 04:25:51,看过,推荐,0,老脸先生,https://www.douban.com/people/50697152/
" 还是不要叫梁朝伟搞笑了
        ",2012-05-22 20:27:59,看过,还行,0,你的脑残粉,https://www.douban.com/people/54862630/
" 冲着梁帅哥来的 哪知刘某更无厘头
        ",2012-05-22 22:30:12,看过,还行,0,luujingjing,https://www.douban.com/people/dorotheajing/
" 好扯淡。。。
        ",2012-05-23 14:33:29,看过,较差,0,数峰青,https://www.douban.com/people/xiaoyaoswim/
" 乱七八糟 浪费时间啊……
        ",2012-05-22 22:41:01,看过,较差,0,captain_winnie,https://www.douban.com/people/winnielady/
" 乱七八糟的线索，虎头蛇尾的故事，为了搞笑而搞笑，如果没有tony，那完全是浪费时间。
        ",2012-05-23 14:34:33,看过,较差,0,周乐乐乐,https://www.douban.com/people/1574800/
" 一般般吧，比近些年来那些无脑喜剧强不少
        ",2012-05-22 19:38:20,看过,还行,0,夜飞扬,https://www.douban.com/people/60502893/
" 看着很欢喜
        ",2012-05-22 22:02:42,看过,还行,0,啾啾啾！,https://www.douban.com/people/bluefaith_/
" 虽然有梁朝伟和刘青云撑场但还是觉得剧情很坑爹很坑爹很坑爹
        ",2012-05-23 15:21:11,看过,还行,0,寒露微霜,https://www.douban.com/people/hanluweishuang/
" 周迅演什么片子都好看！梁朝伟叔叔您都老了好吗！不过戏法用特技拍更过瘾啊！！可以看看~~~
        ",2012-05-22 23:42:27,看过,推荐,0,孙潜念,https://www.douban.com/people/tongjinghao/
" 是贺岁档的片吗？的确是贺岁档的片！从高中时间就很爱Tony的笑容，却不知为何这种笑容在纯娱乐的片中尤其不得我心，反倒是青云兄让人越发欢喜。片子可以，四星为了导演和明星阵容而打。
        ",2012-05-23 09:03:11,看过,推荐,0,Taburiss,https://www.douban.com/people/3424521/
" 没事儿的时候可以消遣一下
        ",2012-05-23 12:28:24,看过,推荐,0,不吃鱼的猫,https://www.douban.com/people/3900166/
" 喜剧……
        ",2012-05-23 14:28:53,看过,较差,0,洛光,https://www.douban.com/people/40563481/
" 商业片，鉴定完毕
        ",2012-05-23 11:20:39,看过,还行,0,雅歌格格,https://www.douban.com/people/56855426/
" 我要说的是，大魔术师不是山寨的东西，它是改编于张海帆先生的同名小说《大魔术师》而且，原著很好看。也期待电影版能带来带来新的感受。再说一句，张海帆先生的作品《五大贼王》《冒死记录》是很值得一看。
        ",2012-01-05 22:12:04,看过,推荐,6,史东,https://www.douban.com/people/53875040/
" 以魔术为题材的电影不好拍啊
        ",2012-06-18 11:42:42,看过,较差,0,ALICE,https://www.douban.com/people/KissAlice/
" 看起来不错
        ",2012-01-12 07:38:42,想看,无评分,0,OK,https://www.douban.com/people/3653593/
" 期待
        ",2012-01-13 14:43:12,想看,无评分,0,糊小华,https://www.douban.com/people/41214931/
" 所有演员除方中信都很顺眼~ 果断看~
        ",2012-01-09 17:32:53,想看,无评分,0,卫大宝与迪小宝,https://www.douban.com/people/once_love/
" 偉仔與舅舅+精靈迅 很值得期待
        ",2011-04-22 16:21:36,想看,无评分,0,路筱语,https://www.douban.com/people/46606824/
" 几时上映啊啊啊啊啊啊啊啊 啊
        ",2011-11-04 12:05:26,想看,无评分,0,MR.A,https://www.douban.com/people/tidus/
" 怎么看剧情这么像爱德华诺顿的《魔术师》啊。。。是翻拍？
        ",2012-02-11 00:51:50,想看,无评分,0,&xuaner,https://www.douban.com/people/lemon_lemon/
" 光看阵容 我就心动了！！！！
        ",2011-12-08 12:28:48,想看,无评分,0,三言,https://www.douban.com/people/samyan/
" 12年开始
        ",2018-03-19 10:30:37,想看,无评分,0,健哥哥🔫,https://www.douban.com/people/154526612/
" 电影院的干活思密达！！！
        ",2012-01-12 08:54:49,想看,无评分,0,Mr.左耳,https://www.douban.com/people/pandaball/
" 大导演的要看
        ",2012-01-14 20:52:33,想看,无评分,0,[已注销],https://www.douban.com/people/lijingjing1988/
" 很期待 演员和导演都不让我讨厌   魔术题材 希望能给我惊喜 
        ",2011-12-13 02:35:27,想看,无评分,0,幽州蚍蜉,https://www.douban.com/people/56960122/
" 让我想起林青霞版《刀马旦》黄秋生版《怪侠一枝梅》
        ",2011-12-30 13:49:28,想看,无评分,0,阿米尼,https://www.douban.com/people/2657650/
" 为什么我看见了东成西就和让子弹飞的影子...
        ",2012-01-11 23:31:04,想看,无评分,0,书童张,https://www.douban.com/people/shutongzhang/
" 梁朝伟演的怎么可能不看！！！！！！！
        ",2012-01-13 21:30:07,想看,无评分,0,Predator.,https://www.douban.com/people/2906253/
" 看到了周迅梁朝伟刘青云等实力派演员，加上古典的那种范，很期待。
        ",推荐,想看,无评分,0,木愿群,https://www.douban.com/people/53115894/
" 就冲这演员阵容！
        ",2011-08-30 18:53:25,想看,无评分,0,Ree，,https://www.douban.com/people/reeyui/
" 肿么认识的人对这货评价都好高，我也想看了= =
        ",2012-01-15 12:46:55,想看,无评分,0,今天溃疡好了吗,https://www.douban.com/people/wu_dbpersonal/
" 这辈子还能看几次这两个人合作
        ",2012-01-13 02:16:33,想看,无评分,0,雪代　影,https://www.douban.com/people/shadowjail/
" 看简介有《致命魔术》的赶脚
        ",2012-01-12 13:01:40,想看,无评分,0,木可❀木可,https://www.douban.com/people/mukemuke/
" 一起去看·！
        ",2012-01-12 18:52:00,想看,无评分,0,[已注销],https://www.douban.com/people/lee_o0/
" 恶心死人 还好是部门活动 否则必须心疼死电影票的钱
        ",2012-01-14 01:24:21,看过,很差,14,大魔王,https://www.douban.com/people/Sandorothy/
" 真心不是喜剧····如果是 那笑点真低···如果说是剧情片，无新意无悬疑...说是魔术片，但又都是特技.看着一帮香港演员说翘舌话真蛋疼
        ",2012-01-13 00:36:23,看过,较差,5,头像不帅没人看,https://www.douban.com/people/43789492/
" 2012的第一部观影体验，竟然很有回归的作风。艺术结合本身就很有看点，亦真亦假又足够精彩。萌点雷大牛的一句“看来今晚要好好闹了”开始尔冬升就玩起了鸟枪换炮般的紧凑衔接。三星半，多变的剧情承接喜剧台词。串场也是谜底走秀。魔术是很后台的，又找了更后台的电影陪伴。你还会选择不靠谱的爱情吗？
        ",2012-01-21 21:55:10,看过,推荐,1,锐利修蕊,https://www.douban.com/people/ruilixiurui/
" whenever you show up, it's a date
        ",2012-01-14 17:35:17,看过,较差,7,左儿,https://www.douban.com/people/lefter/
" 莫名其妙的剧
        ",2012-01-13 23:05:44,看过,较差,6,荷纳梨,https://www.douban.com/people/honahlee/
" tmd水军太厉害了，电影再这样炒作就失去电影的意义了。明明是抄袭之作，做弄得不伦不类，md我都快看睡着了。想看类似题材电影还是去看经典的《致命魔术》和《魔术师》吧。
        ",2012-05-25 21:59:29,看过,较差,0,陈默,https://www.douban.com/people/1865062/
" 这电影好脑残。。。如果不是因为cast很喜欢。。真是看不下去啊！！！！！
        ",2012-08-12 22:09:16,看过,较差,0,oui,https://www.douban.com/people/vivianxx/
" 神台词，神配乐。。这也就算了，要是没有后半边还勉强可以笑一下，你那个神转折真是利剑穿心啊！！！
        ",2012-01-13 11:56:56,看过,较差,6,小周想在家躺着,https://www.douban.com/people/ricechow/
" 实打实的贺岁佳作！！！梁朝伟粉丝表示看的很爽很尽兴！！！很幸运选对了场次感觉这场放映厅内几乎大半都是伟仔的追随者，他一出场全场发出了见到初恋情人一般的颤音，前排的大叔都扶额了……徐克是大亮点！佟掌柜效果够足！同行观摩的日本留学妞告诉我御手洗是厕所的意思，再一次击中笑点！！！
        ",2012-01-18 22:19:18,看过,力荐,7,A L E X,https://www.douban.com/people/oldmanriver/
" 刘青山的表演比较出色。编剧的水平太臭，结构一团糟。
        ",2012-06-18 08:30:04,看过,还行,0,尤忻,https://www.douban.com/people/50497528/
" 飞机是一个巨爱播烂片的地方~
        ",2012-09-03 13:48:07,看过,较差,0,花椰小C,https://www.douban.com/people/31661723/
" 一般
        ",2012-06-18 12:45:34,看过,还行,0,残酷月光,https://www.douban.com/people/37741173/
" 豆瓣是有多少水军啊，电影让我说啥好呢，唯有闫妮和张中信算称职，加多一星吧
        ",2012-01-14 00:53:43,看过,较差,4,nemothecat,https://www.douban.com/people/NemoTheCat/
" 自认为自己的幽默水准还可以，全电影院的人都快乐疯了，我却无动于衷。对于国产式的幽默早就感觉麻木了，确实没什么意思，剧情也比较俗套没什么可看的，当周迅说“我跟你妈同时掉河里你救谁”的时候 全场完全乐疯掉了，我真是搞不懂，这到底有什么可乐的，平时听这种无聊的笑话听的还不够多吗？？？
        ",2012-01-12 23:04:47,看过,很差,31,jackylll,https://www.douban.com/people/3582184/
" 刘青云太帅了
        ",2012-06-18 04:30:15,看过,推荐,0,云鸢,https://www.douban.com/people/62381387/
" 是魔术师版哈姆雷特吗？我都忘了
        ",2012-06-18 08:14:43,看过,还行,0,愚,https://www.douban.com/people/47166594/
" 大爱刘青云和梁朝伟，期望越大，失望越大
        ",2012-06-18 11:06:42,看过,较差,0,红色贝鱼,https://www.douban.com/people/53071930/
" 理解无能 吐槽无能···
        ",2012-01-13 09:32:36,看过,较差,4,Yotaro,https://www.douban.com/people/2022239/
" 退了潮，才知道谁在裸泳……散了场，才知道是不是抄袭……摊了牌，才知道谁在诬陷……华丽的喜剧，不欢迎阴暗的心……亲眼看到的未必都是真的……何况是那一片又一片的谣言……2012应该一个新的开场，那就让这个开场欢乐点……笑看《大魔术师》，带着淡笑，淡然的离场……
        ",2012-01-10 23:12:00,看过,力荐,7,淡然,https://www.douban.com/people/55588353/
" 魔术就是外行可看热闹，内行可看门道。
        ",2012-06-18 17:10:08,看过,推荐,0,sars比亚,https://www.douban.com/people/32397383/
" 伟仔的戏，一定要支持下！！
        ",2012-01-12 20:07:24,想看,无评分,0,队队队队长,https://www.douban.com/people/duizhangzhang/
" 因为尔东升导演，又因为演员表里有梁朝伟、周迅、还有衬衣，所以一定要去看。哈哈哈！
        ",2012-01-11 14:15:52,想看,无评分,0,mathilda_le,https://www.douban.com/people/mathilda_le/
" 三星半
        ",2013-04-16 15:56:41,想看,无评分,0,留白,https://www.douban.com/people/49484071/
" 为啥国产片的女主不是周迅就是国际章就是两个冰冰。新面孔啊！在哪里啊！
        ",2011-05-10 12:25:43,想看,无评分,0,蘑菇芮,https://www.douban.com/people/ruiruiing/
" 刘青云啊~~感觉好久不见好片了！
        ",2011-06-06 03:26:59,想看,无评分,0,JoJo|一只海豹,https://www.douban.com/people/1786605/
" 尔冬升的片子 每个冬天和夏天 都会和你一起去看 可是今年冬天 我缺席了。
        ",2012-01-19 05:35:14,想看,无评分,0,joycey,https://www.douban.com/people/32597672/
" 估计可能是匹票房加质量明晃晃的白马，这阵容再叫黑马就不合适了吧。让我们拭目以待
        ",2012-01-06 22:04:23,想看,无评分,0,吾爱吾被,https://www.douban.com/people/Yaoxxin/
" 两大影帝的碰撞，光看二人飚戏，就看点十足了。
        ",2012-01-13 11:36:08,想看,无评分,0,等到洛阳花开,https://www.douban.com/people/linyuxin1984/
" 当年我还在上初中的时候 看过这个媒体探班的宣传片 因为全是大咖 所以被唬住了 今日一看豆瓣还不到七分 就很想笑 有空了看下
        ",2018-03-10 19:36:37,想看,无评分,0,冷静,https://www.douban.com/people/147984736/
" = =话说同事说很难看，那我是看还是不看呢？
        ",2012-03-02 14:05:38,想看,无评分,0,一头蛮牛,https://www.douban.com/people/shanshan9420/
" 我是来看影帝的，顺便看周迅。。。
        ",2012-01-02 00:32:32,想看,无评分,0,路大腿不露大腿,https://www.douban.com/people/40325873/
" 没人陪着看，好伤脑筋
        ",2012-01-18 10:56:35,想看,无评分,0,SheLdon,https://www.douban.com/people/sheldon_y/
" 想看的唯一理由是梁朝伟，看完评论就充满期待了。
        ",2012-01-16 10:12:32,想看,无评分,0,艾小瞄,https://www.douban.com/people/25535014/
" seriously?虽说这部电影改编自同名小说 不过这个同名小说又是“改编自”哪里的呢？
        ",2012-01-18 17:48:30,想看,无评分,0,豆瓣酱,https://www.douban.com/people/3963769/
" 我总觉得剧情像是在抄袭“魔术师 The Illusionist (2006)”
        ",2012-05-06 20:02:07,想看,无评分,0,swapoer,https://www.douban.com/people/swapoer/
" 想看周迅！
        ",2012-01-31 17:59:57,想看,无评分,0,Lyrics,https://www.douban.com/people/28635446/
" 迅公子魅力大！！！
        ",2012-02-01 21:10:02,想看,无评分,0,夜破晓,https://www.douban.com/people/yepoxiao/
" 我嘞迅哥！！！
        ",2012-01-09 22:25:11,想看,无评分,0,0。煙小花,https://www.douban.com/people/hua.nan.nan/
" ！
        ",2017-09-28 14:30:59,想看,无评分,0,Alinghouse,https://www.douban.com/people/130852651/
" 和魔术沾边的貌似都是好片啊。。。（国外的）这国内的不知如何。。。
        ",2011-06-10 09:39:43,想看,无评分,0,人畜无害囧,https://www.douban.com/people/leonaking/
" 这一颗星是给梁朝伟和刘青云的
        ",2012-01-13 11:19:30,看过,很差,6,miracle,https://www.douban.com/people/miracle1009/
" 绝对是近几年来中国最好看的喜剧，又一次看见港式默很亲切。
        ",2012-01-12 09:56:48,看过,力荐,8,Sparkling,https://www.douban.com/people/lieason/
" 明明是梁朝伟的个人秀，可我就是觉得刘青云帅爆了~~~不过要是没有周迅，我早看不下去了。。。 
        ",2012-05-25 22:26:33,看过,还行,0,yoake,https://www.douban.com/people/yoakel/
" 这才叫贺岁片，13X请先一边凉快好吗？就像张贤的魔术，来看《大魔术师》的无论是花痴、单纯求一笑还是思想教育的都能意满而归。而张贤某些方面也像是老虎一样，一旦来到舞台上（之于老虎则是大银幕）就能尽情释放自己最张扬的一面。片子四星，贺老虎重出江湖加一星！某虎果然三年不开张，开张吃三年啊
        ",2012-01-14 23:23:49,看过,力荐,3,殇潮|Enigma,https://www.douban.com/people/freddy_xu/
" 我也许可能应该没看懂
        ",2012-05-25 19:30:37,看过,较差,0,Dingle.,https://www.douban.com/people/ding415/
" 前面还凑合，后面就开始扯犊子了
        ",2012-08-13 01:25:01,看过,还行,0,柒吋,https://www.douban.com/people/2417785/
" 安于现状，无欲无求。
        ",2012-06-18 18:29:53,看过,还行,0,喵喵,https://www.douban.com/people/Mmiao_69/
" 爱情啊！
        ",2012-06-18 23:19:47,看过,还行,0,冰萤深语,https://www.douban.com/people/55838432/
" 看的过程和看完之后都在想最大也是无可忽略的一个问题，这电影的主旨是什么？梦想？牵强！爱情？更牵强。展示魔术？不要扯淡了。只能当一部且算好笑的闹剧，而闫妮是最好笑的那个。好吧，其实也算是一部很不错的喜剧。
        ",2012-01-14 00:25:48,看过,推荐,3,斯齊佐飛力尼克,https://www.douban.com/people/VinKhan/
" 完全不知所云。。。剧情很脑残，没有意义的笑点。。蛮肤浅的
        ",2012-01-13 22:23:43,看过,很差,25,钦差大臣和珅,https://www.douban.com/people/ashchang/
" 七圣法那段太像《香水》了
        ",2012-01-22 00:34:08,看过,还行,2,坦克手贝吉塔,https://www.douban.com/people/sickrain/
" 本片就是喜剧话剧魔术加梁朝伟个人变装秀，总体来说，还是蛮欢乐的。
        ",2012-06-17 17:01:23,看过,还行,0,大头的小头梦,https://www.douban.com/people/ttd/
" 跟魔术师相比，差远了。
        ",2012-06-18 17:02:35,看过,较差,0,Tracy,https://www.douban.com/people/45462288/
" 很搞笑的，不失为一部贺岁片！客串很给力哇！
        ",2012-06-18 13:29:56,看过,力荐,0,何呵呵,https://www.douban.com/people/57779844/
" 纯浪费演员。他们也乐得演个轻松。
        ",2012-02-08 00:10:10,看过,较差,2,小米=qdmimi,https://www.douban.com/people/qdmimi19810920/
" 非常称职的贺岁档电影。该片能点评的地方基本上友邻全说完了，就不多说了，只有一个地方可以吐槽，影片后段，刘青云在打一个电话说“请高司令接电话”，我仿佛听到了周围好像有流&吞口水的声音（ˉ﹃ˉ），这是为什么咧？呵呵后。 哦，之所以比腐尔摸死2少一颗星是因为最后的包袱抖得没有腐2高明。
        ",2012-01-16 23:39:10,看过,还行,2,青貓,https://www.douban.com/people/angelababy_/
"  很欢乐的片子。适合过年的时候全家去看。梁朝伟、刘青云、周迅不愧是帝后级别，演技有保障。
        ",2012-01-10 22:26:53,看过,力荐,8,Echo,https://www.douban.com/people/26560619/
" 剧情很意外！内个简介就甭看了！看的过程中但凡梁朝伟出来我总是联想到东成西就，尤其是阿拉丁神灯内段儿，然后刘青云一开始就骗了大家，再就不剧透了，看了保准儿你乐呵！
        ",2012-01-10 14:01:31,看过,力荐,7,Turbo-ding,https://www.douban.com/people/2198112/
" 前 1/3 还行，后面沦为搞笑片+肥皂剧。 无厘头了 .. 
p.s. 人老手先老，梁朝伟果然老了。。手上都是褶子。。。 变魔术这个手没法看啊 
        ",2012-01-14 03:06:53,看过,较差,4,长的帅我容易么我(Simp),https://www.douban.com/people/1058923/
" 略显冗长...
        ",2012-06-17 15:47:03,看过,推荐,0,Loser.R,https://www.douban.com/people/ooolinda/
" 有 tony lung啊 自然要看的
        ",2011-12-18 22:33:59,想看,无评分,0,Capricornus,https://www.douban.com/people/yinianzhijian/
" 我建议类型里面再加一个喜剧片，情节曲折却让人能猜出个七八分，看起来不累，影片结尾有点像去年的让子弹飞，没事的时候可以当搞笑片看看，要是想看出来点名堂的话不建议看了。
        ",2012-02-01 13:00:02,想看,无评分,0,摆渡人,https://www.douban.com/people/baiduren011/
" 导演也是号召力
        ",2011-12-27 14:57:25,想看,无评分,0,顺志,https://www.douban.com/people/wangabao/
" 看这片的预告，好像要直接和经典的《致命魔术》PK啊！
        ",2012-01-12 20:07:58,想看,无评分,0,loglog,https://www.douban.com/people/39179216/
" 据说很欢乐~
        ",2012-02-02 21:12:21,想看,无评分,0,硕鼠小安,https://www.douban.com/people/ringrose5719/
" 梁朝伟啊！！！
        ",2012-02-11 15:48:47,想看,无评分,0,梦幻美战,https://www.douban.com/people/lz92105/
" 现阶段  唯一想看的国产片
                
                ",2012-01-22 01:06:40,想看,无评分,0,悲歌喜宴亦太早,https://www.douban.com/people/55901379/
" 尔冬升啊
        ",2012-05-19 22:17:58,想看,无评分,0,小林较瘦,https://www.douban.com/people/43602163/
" ~~
        ",2012-01-19 22:50:21,想看,无评分,0,Yianu,https://www.douban.com/people/48783248/
" 老大说，伟仔好久没演那么喜感的电影了！我说，对啊~当卧底的时候被爆头，玩色戒又伤肾，不容易啊~小海港没得看！唉~
        ",2012-01-13 08:28:42,想看,无评分,0,伙夫阿吴,https://www.douban.com/people/sanyaboy/
" t
                
                ",2012-03-06 11:57:55,想看,无评分,0,ridiculous,https://www.douban.com/people/lisa_clover/
" 欧阳锋穿越的镜头给了我足够的理由去看啊，哈哈哈
        ",2012-01-16 11:05:35,想看,无评分,0,寒水,https://www.douban.com/people/2989793/
" 听说很搞笑
        ",2012-01-18 19:25:04,想看,无评分,0,Miss Fox,https://www.douban.com/people/congjin/
" 尔冬升，挺有才华的一个人。温情路线的代表导演，看看美丽的爱情吧。
        ",2012-02-07 17:37:15,想看,无评分,0,Daniyyel,https://www.douban.com/people/danmao/
